OBJECTID;MUID;SEQN;SNAM;S5ID;CMPPCT;NLAYERS;HYDGRP;SOL_ZMX;ANION_EXCL;SOL_CRK;TEXTURE;SOL_Z1;SOL_BD1;SOL_AWC1;SOL_K1;SOL_CBN1;CLAY1;SILT1;SAND1;ROCK1;SOL_ALB1;USLE_K1;SOL_EC1;SOL_Z2;SOL_BD2;SOL_AWC2;SOL_K2;SOL_CBN2;CLAY2;SILT2;SAND2;ROCK2;SOL_ALB2;USLE_K2;SOL_EC2;SOL_Z3;SOL_BD3;SOL_AWC3;SOL_K3;SOL_CBN3;CLAY3;SILT3;SAND3;ROCK3;SOL_ALB3;USLE_K3;SOL_EC3;SOL_Z4;SOL_BD4;SOL_AWC4;SOL_K4;SOL_CBN4;CLAY4;SILT4;SAND4;ROCK4;SOL_ALB4;USLE_K4;SOL_EC4;SOL_Z5;SOL_BD5;SOL_AWC5;SOL_K5;SOL_CBN5;CLAY5;SILT5;SAND5;ROCK5;SOL_ALB5;USLE_K5;SOL_EC5;SOL_Z6;SOL_BD6;SOL_AWC6;SOL_K6;SOL_CBN6;CLAY6;SILT6;SAND6;ROCK6;SOL_ALB6;USLE_K6;SOL_EC6;SOL_Z7;SOL_BD7;SOL_AWC7;SOL_K7;SOL_CBN7;CLAY7;SILT7;SAND7;ROCK7;SOL_ALB7;USLE_K7;SOL_EC7;SOL_Z8;SOL_BD8;SOL_AWC8;SOL_K8;SOL_CBN8;CLAY8;SILT8;SAND8;ROCK8;SOL_ALB8;USLE_K8;SOL_EC8;SOL_Z9;SOL_BD9;SOL_AWC9;SOL_K9;SOL_CBN9;CLAY9;SILT9;SAND9;ROCK9;SOL_ALB9;USLE_K9;SOL_EC9;SOL_Z10;SOL_BD10;SOL_AWC10;SOL_K10;SOL_CBN10;CLAY10;SILT10;SAND10;ROCK10;SOL_ALB10;USLE_K10;SOL_EC10;SOL_CAL1;SOL_CAL2;SOL_CAL3;SOL_CAL4;SOL_CAL5;SOL_CAL6;SOL_CAL7;SOL_CAL8;SOL_CAL9;SOL_CAL10;SOL_PH1;SOL_PH2;SOL_PH3;SOL_PH4;SOL_PH5;SOL_PH6;SOL_PH7;SOL_PH8;SOL_PH9;SOL_PH10
11400;;;soil11400;;;8;A;100;0,5;0,5;;150;1,4672;0,1;99;1,682;15;28;57;9;0,23;0,13;0;300;1,494;0,13;83,33;1,334;15;28;57;9;0,23;0,13;0;450;1,6637;0,11;33,33;0,29;15;29;56;9;0,23;0,13;0;600;1,6967;0,11;33,33;0,232;16;29;55;9;0,23;0,13;0;750;1,7144;0,11;33,33;0;16;28;56;10;0,23;0,13;0;900;1,7334;0,11;33,33;0;16;28;56;10;0,23;0,13;0;1050;1,856;0,11;33,33;0;16;28;56;10;0,23;0,13;0;1200;1,857;0,11;33,33;0;16;27;57;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11401;;;soil11401;;;8;D;91;0,5;0,5;;150;1,4647;0,1;99;1,74;14;29;57;9;0,23;0,13;0;300;1,5064;0,13;83,33;1,508;14;29;57;9;0,23;0,13;0;450;1,6877;0,11;33,33;0,348;14;30;56;9;0,23;0,13;0;600;1,7024;0,11;33,33;0,29;14;30;54;9;0,23;0,13;0;750;1,852;0,11;33,33;0,29;15;30;57;9;0,23;0,13;0;900;1,845;0,11;33,33;0,232;14;29;55;10;0,23;0,13;0;1050;1,847;0,11;33,33;0;14;29;57;10;0,23;0,13;0;1200;1,848;0,11;33,33;0;14;28;58;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11402;;;soil11402;;;8;B;85;0,5;0,5;;150;1,4762;0,1;99;1,682;16;27;57;10;0,23;0,13;0;300;1,503;0,13;83,33;1,682;16;27;55;10;0,23;0,13;0;450;1,6806;0,11;33,33;0,29;16;28;54;11;0,23;0,13;0;600;1,7007;0,11;33,33;0,232;17;27;54;11;0,23;0,13;0;750;1,7027;0,11;33,33;0,232;17;27;56;11;0,23;0,13;0;900;1,7194;0,11;33,33;0,232;17;27;56;11;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;27;58;11;0,23;0,13;0;1200;1,862;0,11;33,33;0;17;26;57;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11403;;;soil11403;;;8;A;87;0,5;0,5;;150;1,4647;0,1;99;1,74;14;27;59;12;0,23;0,13;0;300;1,4647;0,13;83,33;1,682;14;27;59;12;0,23;0,13;0;450;1,6937;0,11;33,33;0,29;15;28;57;12;0,23;0,13;0;600;1,7204;0,11;33,33;0,29;17;26;57;12;0,23;0,13;0;750;1,7254;0,11;33,33;0,232;18;25;57;12;0,23;0,13;0;900;1,7264;0,11;33,33;0,232;18;24;58;12;0,23;0,13;0;1050;1,868;0,11;33,33;0;18;24;58;12;0,23;0,13;0;1200;1,868;0,11;33,33;0;18;24;58;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11404;;;soil11404;;;8;B;91;0,5;0,5;;150;1,4582;0,1;99;1,74;14;27;59;14;0,23;0,13;0;300;1,4647;0,13;83,33;1,624;14;28;58;15;0,23;0,13;0;450;1,6947;0,11;33,33;0,29;15;27;58;15;0,23;0,13;0;600;1,6987;0,11;33,33;0,29;16;27;57;15;0,23;0,13;0;750;1,7204;0,11;33,33;0,232;17;26;57;14;0,23;0,13;0;900;1,7214;0,11;33,33;0,232;17;25;58;14;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;24;57;14;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;25;58;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11426;;;soil11426;;;8;C;88;0,5;0,5;;150;1,4582;0,1;99;1,682;14;26;59;10;0,23;0,13;0;300;1,485;0,13;83,33;1,334;14;26;60;10;0,23;0,13;0;450;1,7084;0,11;33,33;0,232;14;26;60;10;0,23;0,13;0;600;1,7114;0,11;33,33;0,232;15;26;58;10;0,23;0,13;0;750;1,7184;0,11;33,33;0;16;25;60;10;0,23;0,13;0;900;1,7194;0,11;33,33;0;16;24;61;10;0,23;0,13;0;1050;1,857;0,11;33,33;0;15;25;62;10;0,23;0,13;0;1200;1,858;0,11;33,33;0;15;24;63;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11427;;;soil11427;;;8;B;86;0,5;0,5;;150;1,4557;0,1;99;1,798;13;30;59;10;0,23;0,13;0;300;1,4974;0,13;83,33;1,682;13;29;59;10;0,23;0,13;0;450;1,7024;0,11;33,33;0,232;13;30;59;10;0,23;0,13;0;600;1,7004;0,11;33,33;0,232;13;29;57;10;0,23;0,13;0;750;1,843;0,11;33,33;0,29;13;29;58;10;0,23;0,13;0;900;1,84;0,11;33,33;0,29;12;27;60;10;0,23;0,13;0;1050;1,84;0,11;33,33;0;12;28;60;10;0,23;0,13;0;1200;1,841;0,11;33,33;0;12;28;61;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11428;;;soil11428;;;8;A;98;0,5;0,5;;150;1,4518;0,1;99;1,74;14;28;58;10;0,23;0,13;0;300;1,4647;0,13;83,33;1,624;14;28;58;10;0,23;0,13;0;450;1,7114;0,11;33,33;0,232;15;27;58;11;0,23;0,13;0;600;1,7154;0,11;33,33;0,232;16;27;57;10;0,23;0,13;0;750;1,7027;0,11;33,33;0,232;17;26;56;11;0,23;0,13;0;900;1,7037;0,11;33,33;0,232;17;26;57;11;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;25;58;11;0,23;0,13;0;1200;1,858;0,11;33,33;0;16;26;58;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11429;;;soil11429;;;8;D;88;0,5;0,5;;150;1,4582;0,1;99;1,682;14;28;58;10;0,23;0,13;0;300;1,4713;0,13;83,33;1,566;14;28;58;10;0,23;0,13;0;450;1,7074;0,11;33,33;0,232;14;27;59;10;0,23;0,13;0;600;1,7104;0,11;33,33;0,232;15;27;57;10;0,23;0,13;0;750;1,7164;0,11;33,33;0,232;16;26;58;10;0,23;0,13;0;900;1,7134;0,11;33,33;0,232;15;26;60;10;0,23;0,13;0;1050;1,855;0,11;33,33;0;15;24;60;10;0,23;0,13;0;1200;1,856;0,11;33,33;0;15;25;61;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11430;;;soil11430;;;8;B;88;0,5;0,5;;150;1,4737;0,1;99;1,74;15;28;57;10;0,23;0,13;0;300;1,4871;0,13;83,33;1,566;15;28;57;10;0,23;0,13;0;450;1,7054;0,11;33,33;0,348;14;29;57;10;0,23;0,13;0;600;1,7094;0,11;33,33;0,29;15;29;56;10;0,23;0,13;0;750;1,7164;0,11;33,33;0,058;16;28;58;10;0,23;0,13;0;900;1,7114;0,11;33,33;0,058;15;27;58;10;0,23;0,13;0;1050;1,854;0,11;33,33;0;15;26;59;10;0,23;0,13;0;1200;1,854;0,11;33,33;0;15;26;59;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11524;;;soil11524;;;8;B;87;0,5;0,5;;150;1,4518;0,1;99;1,74;14;28;58;14;0,23;0,13;0;300;1,4713;0,13;83,33;1,74;14;29;57;15;0,23;0,13;0;450;1,6897;0,11;33,33;0,348;15;30;53;15;0,23;0,13;0;600;1,6947;0,11;33,33;0,29;16;31;53;15;0,23;0,13;0;750;1,7007;0,11;33,33;0,29;17;31;54;14;0,23;0,13;0;900;1,7174;0,11;33,33;0,232;17;29;54;14;0,23;0,13;0;1050;1,861;0,11;33,33;0;17;27;56;14;0,23;0,13;0;1200;1,861;0,11;33,33;0;17;27;56;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11529;;;soil11529;;;8;A;105;0,5;0,5;;150;1,4737;0,1;99;1,74;15;26;58;8;0,23;0,13;0;300;1,4961;0,13;83,33;1,566;16;26;58;8;0,23;0,13;0;450;1,7194;0,11;33,33;0,232;17;27;56;8;0,23;0,13;0;600;1,7294;0,11;33,33;0,232;19;27;56;8;0,23;0,13;0;750;1,7087;0,11;33,33;0,232;18;25;57;8;0,23;0,13;0;900;1,7264;0,11;33,33;0,232;18;25;58;8;0,23;0,13;0;1050;1,865;0,11;33,33;0;17;24;60;8;0,23;0,13;0;1200;1,865;0,11;33,33;0;17;23;60;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11530;;;soil11530;;;8;D;96;0,5;0,5;;150;1,4672;0,1;99;1,624;15;28;57;7;0,23;0,13;0;300;1,4871;0,13;83,33;1,566;15;28;57;7;0,23;0,13;0;450;1,7154;0,11;33,33;0,29;16;27;57;7;0,23;0,13;0;600;1,7214;0,11;33,33;0,29;17;24;58;7;0,23;0,13;0;750;1,7234;0,11;33,33;0,29;17;23;60;8;0,23;0,13;0;900;1,7204;0,11;33,33;0,29;16;22;62;8;0,23;0,13;0;1050;1,864;0,11;33,33;0;16;21;64;8;0,23;0,13;0;1200;1,865;0,11;33,33;0;16;20;65;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11531;;;soil11531;;;8;B;110;0,5;0,5;;150;1,4623;0,1;99;1,798;13;30;58;8;0,23;0,13;0;300;1,4691;0,13;83,33;1,624;13;29;58;8;0,23;0,13;0;450;1,6917;0,11;33,33;1,972;15;29;55;8;0,23;0,13;0;600;1,6967;0,11;33,33;1,856;16;28;55;8;0,23;0,13;0;750;1,6977;0,11;33,33;0,464;16;27;56;9;0,23;0,13;0;900;1,6967;0,11;33,33;0,232;15;26;60;9;0,23;0,13;0;1050;1,85;0,11;33,33;0;14;26;60;9;0,23;0,13;0;1200;1,851;0,11;33,33;0;14;24;61;9;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11593;;;soil11593;;;8;A;102;0,5;0,5;;150;1,4672;0,1;99;1,682;15;34;50;11;0,23;0,13;0;300;1,4893;0,13;83,33;1,508;16;34;51;11;0,23;0,13;0;450;1,6937;0,11;33,33;0,29;16;31;52;11;0,23;0,13;0;600;1,6997;0,11;33,33;0,29;17;30;53;12;0,23;0,13;0;750;1,7067;0,11;33,33;0,29;18;29;55;12;0,23;0,13;0;900;1,7007;0,11;33,33;0,29;17;28;54;12;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;27;57;12;0,23;0,13;0;1200;1,855;0,11;33,33;0;16;27;55;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11594;;;soil11594;;;8;D;96;0,5;0,5;;150;1,4737;0,1;99;1,682;15;30;55;7;0,23;0,13;0;300;1,503;0,13;83,33;1,566;16;29;55;7;0,23;0,13;0;450;1,6977;0,11;33,33;0,29;16;28;56;8;0,23;0,13;0;600;1,7037;0,11;33,33;0,29;17;28;57;8;0,23;0,13;0;750;1,7037;0,11;33,33;0,232;17;26;57;8;0,23;0,13;0;900;1,6997;0,11;33,33;0,174;16;26;58;8;0,23;0,13;0;1050;1,86;0,11;33,33;0;16;24;60;8;0,23;0,13;0;1200;1,86;0,11;33,33;0;16;24;60;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11630;;;soil11630;;;8;A;97;0,5;0,5;;150;1,4672;0,1;99;1,682;15;29;56;10;0,23;0,13;0;300;1,503;0,13;83,33;1,508;16;28;57;10;0,23;0,13;0;450;1,6977;0,11;33,33;0,232;16;28;56;10;0,23;0,13;0;600;1,6977;0,11;33,33;0,232;16;27;56;10;0,23;0,13;0;750;1,6987;0,11;33,33;0,232;16;26;57;11;0,23;0,13;0;900;1,6977;0,11;33,33;0,232;16;26;56;11;0,23;0,13;0;1050;1,857;0,11;33,33;0;16;26;57;11;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;26;58;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11631;;;soil11631;;;8;D;87;0,5;0,5;;150;1,4737;0,1;99;1,682;15;29;56;12;0,23;0,13;0;300;1,494;0,13;83,33;1,566;15;29;56;13;0,23;0,13;0;450;1,7144;0,11;33,33;0,406;16;29;56;14;0,23;0,13;0;600;1,7134;0,11;33,33;0,348;16;29;55;14;0,23;0,13;0;750;1,7184;0,11;33,33;0;17;28;55;13;0,23;0,13;0;900;1,7204;0,11;33,33;0;17;27;57;13;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;26;57;13;0,23;0,13;0;1200;1,862;0,11;33,33;0;17;26;57;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11691;;;soil11691;;;8;B;100;0,5;0,5;;150;1,4737;0,1;99;1,682;15;31;54;3;0,23;0,13;0;300;1,5081;0,13;83,33;1,45;15;31;52;3;0,23;0,13;0;450;1,6997;0,11;33,33;0,29;17;30;53;4;0,23;0,13;0;600;1,7234;0,11;33,33;0,29;18;27;55;4;0,23;0,13;0;750;1,7027;0,11;33,33;0,232;17;25;56;5;0,23;0,13;0;900;1,7204;0,11;33,33;0,232;16;24;62;5;0,23;0,13;0;1050;1,857;0,11;33,33;0;15;23;62;5;0,23;0,13;0;1200;1,859;0,11;33,33;0;15;23;64;5;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11692;;;soil11692;;;8;C;106;0,5;0,5;;150;1,4647;0,1;99;1,74;14;32;53;4;0,23;0,13;0;300;1,501;0,13;83,33;1,682;15;32;53;4;0,23;0,13;0;450;1,6937;0,11;33,33;0,406;16;30;52;4;0,23;0,13;0;600;1,7057;0,11;33,33;0,348;18;28;54;4;0,23;0,13;0;750;1,7184;0,11;33,33;0,116;17;26;55;5;0,23;0,13;0;900;1,7194;0,11;33,33;0;16;25;61;5;0,23;0,13;0;1050;1,857;0,11;33,33;0;15;23;62;5;0,23;0,13;0;1200;1,853;0,11;33,33;0;14;23;63;5;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11760;;;soil11760;;;8;A;91;0,5;0,5;;150;1,5051;0,1;99;3,306;17;34;50;13;0,23;0,13;0;300;1,5051;0,13;83,33;3,306;17;32;50;13;0,23;0,13;0;450;1,6426;0,11;33,33;0,638;17;34;50;14;0,23;0,13;0;600;1,7047;0,11;33,33;0,406;18;29;53;14;0,23;0,13;0;750;1,7037;0,11;33,33;0,058;17;26;57;14;0,23;0,13;0;900;1,6977;0,11;33,33;0;15;25;61;14;0,23;0,13;0;1050;1,857;0,11;33,33;0;15;23;62;13;0,23;0,13;0;1200;1,859;0,11;33,33;0;15;23;64;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11791;;;soil11791;;;8;C;81;0,5;0,5;;150;1,4557;0,1;99;1,682;13;28;59;10;0,23;0,13;0;300;1,4623;0,13;83,33;1,566;13;28;59;10;0,23;0,13;0;450;1,6837;0,11;33,33;0,29;13;28;57;10;0,23;0,13;0;600;1,6897;0,11;33,33;0,232;14;28;58;11;0,23;0,13;0;750;1,848;0,11;33,33;0;14;28;58;11;0,23;0,13;0;900;1,848;0,11;33,33;0;14;28;58;11;0,23;0,13;0;1050;1,842;0,11;33,33;0;13;28;57;11;0,23;0,13;0;1200;1,843;0,11;33,33;0;13;29;58;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11792;;;soil11792;;;8;B;77;0,5;0,5;;150;1,4557;0,1;99;1,74;13;29;58;10;0,23;0,13;0;300;1,4691;0,13;83,33;1,566;13;29;58;10;0,23;0,13;0;450;1,6827;0,11;33,33;0,406;13;29;56;10;0,23;0,13;0;600;1,7064;0,11;33,33;0,348;14;30;58;10;0,23;0,13;0;750;1,847;0,11;33,33;0;14;29;57;11;0,23;0,13;0;900;1,848;0,11;33,33;0;14;28;58;11;0,23;0,13;0;1050;1,848;0,11;33,33;0;14;28;58;10;0,23;0,13;0;1200;1,848;0,11;33,33;0;14;28;58;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11825;;;soil11825;;;8;B;102;0,5;0,5;;150;1,4762;0,1;99;1,798;16;32;52;5;0,23;0,13;0;300;1,51;0,13;83,33;1,624;16;32;52;5;0,23;0,13;0;450;1,6997;0,11;33,33;0,58;17;30;53;5;0,23;0,13;0;600;1,7047;0,11;33,33;0,464;18;29;53;5;0,23;0,13;0;750;1,7224;0,11;33,33;0,29;18;28;54;6;0,23;0,13;0;900;1,7194;0,11;33,33;0,058;17;27;56;6;0,23;0,13;0;1050;1,857;0,11;33,33;0;16;27;57;6;0,23;0,13;0;1200;1,852;0,11;33,33;0;15;26;57;6;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11830;;;soil11830;;;8;B;95;0,5;0,5;;150;1,4672;0,1;99;1,682;15;28;57;11;0,23;0,13;0;300;1,4737;0,13;83,33;1,45;15;28;56;11;0,23;0,13;0;450;1,6957;0,11;33,33;1,45;16;28;54;11;0,23;0,13;0;600;1,7057;0,11;33,33;1,392;18;28;54;11;0,23;0,13;0;750;1,7067;0,11;33,33;0,058;18;26;55;11;0,23;0,13;0;900;1,7077;0,11;33,33;0;18;26;56;11;0,23;0,13;0;1050;1,865;0,11;33,33;0;18;25;55;11;0,23;0,13;0;1200;1,867;0,11;33,33;0;18;25;57;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11833;;;soil11833;;;8;C;94;0,5;0,5;;150;1,4672;0,1;99;1,682;15;30;56;11;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;30;55;11;0,23;0,13;0;450;1,6957;0,11;33,33;0,29;16;30;54;11;0,23;0,13;0;600;1,7007;0,11;33,33;0,29;17;29;54;11;0,23;0,13;0;750;1,7027;0,11;33,33;0;17;27;56;11;0,23;0,13;0;900;1,7194;0,11;33,33;0;17;27;56;11;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;27;58;11;0,23;0,13;0;1200;1,856;0,11;33,33;0;16;26;56;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11836;;;soil11836;;;8;D;86;0,5;0,5;;150;1,4428;0,1;99;1,798;13;26;61;10;0,23;0,13;0;300;1,4492;0,13;83,33;1,682;13;26;61;10;0,23;0,13;0;450;1,7074;0,11;33,33;0;14;26;59;10;0,23;0,13;0;600;1,7164;0,11;33,33;0;16;26;58;11;0,23;0,13;0;750;1,7284;0,11;33,33;0;18;24;60;11;0,23;0,13;0;900;1,7284;0,11;33,33;0;18;21;60;11;0,23;0,13;0;1050;1,871;0,11;33,33;0;18;21;61;11;0,23;0,13;0;1200;1,87;0,11;33,33;0;18;22;60;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11900;;;soil11900;;;8;A;112;0,5;0,5;;150;1,4672;0,1;99;1,74;15;32;51;4;0,23;0,13;0;300;1,4737;0,13;83,33;1,682;15;32;51;4;0,23;0,13;0;450;1,6947;0,11;33,33;0,522;16;31;53;4;0,23;0,13;0;600;1,6897;0,11;33,33;0,406;15;32;53;5;0,23;0,13;0;750;1,7014;0,11;33,33;0,232;14;33;53;6;0,23;0,13;0;900;1,7024;0,11;33,33;0,232;14;32;54;6;0,23;0,13;0;1050;1,839;0,11;33,33;0,058;13;31;54;6;0,23;0,13;0;1200;1,841;0,11;33,33;0,058;13;31;56;6;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11910;;;soil11910;;;8;A;94;0,5;0,5;;150;1,4647;0,1;99;1,74;14;27;58;11;0,23;0,13;0;300;1,4871;0,13;83,33;1,508;15;28;59;12;0,23;0,13;0;450;1,6937;0,11;33,33;0,29;15;28;57;12;0,23;0,13;0;600;1,6937;0,11;33,33;0,29;15;28;57;12;0,23;0,13;0;750;1,6987;0,11;33,33;0,232;16;26;57;12;0,23;0,13;0;900;1,7164;0,11;33,33;0,232;16;26;58;12;0,23;0,13;0;1050;1,859;0,11;33,33;0;16;26;59;12;0,23;0,13;0;1200;1,859;0,11;33,33;0;16;25;59;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11911;;;soil11911;;;8;B;91;0,5;0,5;;150;1,4942;0,1;99;1,798;18;33;48;13;0,23;0,13;0;300;1,521;0,13;83,33;1,798;18;32;50;13;0,23;0,13;0;450;1,7117;0,11;33,33;0,638;20;30;50;13;0,23;0,13;0;600;1,7147;0,11;33,33;0,464;20;26;53;13;0,23;0,13;0;750;1,7334;0,11;33,33;0,348;20;25;55;13;0,23;0,13;0;900;1,7334;0,11;33,33;0,116;19;23;60;13;0,23;0,13;0;1050;1,87;0,11;33,33;0;18;22;60;13;0,23;0,13;0;1200;1,87;0,11;33,33;0;18;21;60;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12146;;;soil12146;;;8;C;91;0,5;0,5;;150;1,4737;0,1;99;1,74;15;29;54;12;0,23;0,13;0;300;1,51;0,13;83,33;1,624;16;29;55;12;0,23;0,13;0;450;1,6987;0,11;33,33;0,522;17;31;52;12;0,23;0,13;0;600;1,6997;0,11;33,33;0,406;17;28;53;12;0,23;0,13;0;750;1,7047;0,11;33,33;0,29;17;27;58;13;0,23;0,13;0;900;1,7047;0,11;33,33;0,232;17;27;58;13;0,23;0,13;0;1050;1,864;0,11;33,33;0,058;17;24;59;13;0,23;0,13;0;1200;1,865;0,11;33,33;0,058;17;23;60;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
