OBJECTID;MUID;SEQN;SNAM;S5ID;CMPPCT;NLAYERS;HYDGRP;SOL_ZMX;ANION_EXCL;SOL_CRK;TEXTURE;SOL_Z1;SOL_BD1;SOL_AWC1;SOL_K1;SOL_CBN1;CLAY1;SILT1;SAND1;ROCK1;SOL_ALB1;USLE_K1;SOL_EC1;SOL_Z2;SOL_BD2;SOL_AWC2;SOL_K2;SOL_CBN2;CLAY2;SILT2;SAND2;ROCK2;SOL_ALB2;USLE_K2;SOL_EC2;SOL_Z3;SOL_BD3;SOL_AWC3;SOL_K3;SOL_CBN3;CLAY3;SILT3;SAND3;ROCK3;SOL_ALB3;USLE_K3;SOL_EC3;SOL_Z4;SOL_BD4;SOL_AWC4;SOL_K4;SOL_CBN4;CLAY4;SILT4;SAND4;ROCK4;SOL_ALB4;USLE_K4;SOL_EC4;SOL_Z5;SOL_BD5;SOL_AWC5;SOL_K5;SOL_CBN5;CLAY5;SILT5;SAND5;ROCK5;SOL_ALB5;USLE_K5;SOL_EC5;SOL_Z6;SOL_BD6;SOL_AWC6;SOL_K6;SOL_CBN6;CLAY6;SILT6;SAND6;ROCK6;SOL_ALB6;USLE_K6;SOL_EC6;SOL_Z7;SOL_BD7;SOL_AWC7;SOL_K7;SOL_CBN7;CLAY7;SILT7;SAND7;ROCK7;SOL_ALB7;USLE_K7;SOL_EC7;SOL_Z8;SOL_BD8;SOL_AWC8;SOL_K8;SOL_CBN8;CLAY8;SILT8;SAND8;ROCK8;SOL_ALB8;USLE_K8;SOL_EC8;SOL_Z9;SOL_BD9;SOL_AWC9;SOL_K9;SOL_CBN9;CLAY9;SILT9;SAND9;ROCK9;SOL_ALB9;USLE_K9;SOL_EC9;SOL_Z10;SOL_BD10;SOL_AWC10;SOL_K10;SOL_CBN10;CLAY10;SILT10;SAND10;ROCK10;SOL_ALB10;USLE_K10;SOL_EC10;SOL_CAL1;SOL_CAL2;SOL_CAL3;SOL_CAL4;SOL_CAL5;SOL_CAL6;SOL_CAL7;SOL_CAL8;SOL_CAL9;SOL_CAL10;SOL_PH1;SOL_PH2;SOL_PH3;SOL_PH4;SOL_PH5;SOL_PH6;SOL_PH7;SOL_PH8;SOL_PH9;SOL_PH10
2435;;;soil2435;;;8;B;103;0,5;0,5;;150;1,4893;0,1;99;1,74;16;36;48;13;0,23;0,13;0;300;1,4961;0,13;83,33;1,566;16;36;48;13;0,23;0,13;0;450;1,6887;0,11;33,33;0,29;16;37;47;13;0,23;0,13;0;600;1,6967;0,11;33,33;0,29;17;33;50;14;0,23;0,13;0;750;1,6917;0,11;33,33;0,29;15;30;55;14;0,23;0,13;0;900;1,6897;0,11;33,33;0,232;14;27;58;13;0,23;0,13;0;1050;1,848;0,11;33,33;0;13;22;63;13;0,23;0,13;0;1200;1,85;0,11;33,33;0;13;22;65;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2436;;;soil2436;;;8;A;100;0,5;0,5;;150;1,4672;0,1;99;1,682;15;30;57;10;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;30;57;10;0,23;0,13;0;450;1,6957;0,11;33,33;0,29;16;30;54;10;0,23;0,13;0;600;1,7007;0,11;33,33;0,29;17;29;54;11;0,23;0,13;0;750;1,7027;0,11;33,33;0,29;17;27;56;11;0,23;0,13;0;900;1,7194;0,11;33,33;0,29;17;27;56;11;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;25;58;11;0,23;0,13;0;1200;1,864;0,11;33,33;0;17;24;59;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2437;;;soil2437;;;8;B;103;0,5;0,5;;150;1,4647;0,1;99;1,74;14;27;59;8;0,23;0,13;0;300;1,4713;0,13;83,33;1,624;14;27;59;8;0,23;0,13;0;450;1,6897;0,11;33,33;0,464;14;26;58;7;0,23;0,13;0;600;1,6957;0,11;33,33;0,464;15;26;59;7;0,23;0,13;0;750;1,6967;0,11;33,33;0;15;25;60;7;0,23;0,13;0;900;1,6967;0,11;33,33;0;15;25;60;7;0,23;0,13;0;1050;1,852;0,11;33,33;0;14;24;62;8;0,23;0,13;0;1200;1,853;0,11;33,33;0;14;23;63;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2441;;;soil2441;;;8;A;87;0,5;0,5;;150;1,4608;0,1;99;1,682;15;27;58;11;0,23;0,13;0;300;1,4737;0,13;83,33;1,682;15;27;58;12;0,23;0,13;0;450;1,7154;0,11;33,33;0,58;16;27;57;12;0,23;0,13;0;600;1,7244;0,11;33,33;0,406;18;26;56;12;0,23;0,13;0;750;1,7087;0,11;33,33;0,232;18;25;57;12;0,23;0,13;0;900;1,7244;0,11;33,33;0,232;18;24;56;12;0,23;0,13;0;1050;1,872;0,11;33,33;0,058;19;24;57;12;0,23;0,13;0;1200;1,873;0,11;33,33;0,058;19;23;58;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2483;;;soil2483;;;8;A;97;0,5;0,5;;150;1,4737;0,1;99;1,682;15;28;57;13;0,23;0,13;0;300;1,4871;0,13;83,33;1,566;15;28;57;13;0,23;0,13;0;450;1,6927;0,11;33,33;0,29;15;29;56;13;0,23;0,13;0;600;1,7184;0,11;33,33;0,29;17;28;55;13;0,23;0,13;0;750;1,7184;0,11;33,33;0,29;17;28;55;12;0,23;0,13;0;900;1,7184;0,11;33,33;0,232;17;26;55;12;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;26;57;13;0,23;0,13;0;1200;1,862;0,11;33,33;0;17;26;57;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2484;;;soil2484;;;8;D;95;0,5;0,5;;150;1,4737;0,1;99;1,682;15;28;57;10;0,23;0,13;0;300;1,4871;0,13;83,33;1,566;15;28;57;10;0,23;0,13;0;450;1,6987;0,11;33,33;0,638;16;29;57;10;0,23;0,13;0;600;1,6967;0,11;33,33;0,406;16;29;55;10;0,23;0,13;0;750;1,7007;0,11;33,33;0,058;17;29;54;10;0,23;0,13;0;900;1,7184;0,11;33,33;0,174;17;28;55;10;0,23;0,13;0;1050;1,861;0,11;33,33;0;17;27;56;10;0,23;0,13;0;1200;1,857;0,11;33,33;0;16;27;57;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2486;;;soil2486;;;8;A;100;0,5;0,5;;150;1,4737;0,1;99;1,856;15;28;57;11;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;29;56;11;0,23;0,13;0;450;1,6907;0,11;33,33;0,406;15;29;54;11;0,23;0,13;0;600;1,6957;0,11;33,33;0,29;16;30;54;11;0,23;0,13;0;750;1,7007;0,11;33,33;0,29;17;29;54;11;0,23;0,13;0;900;1,7184;0,11;33,33;0,232;17;28;55;11;0,23;0,13;0;1050;1,86;0,11;33,33;0;17;28;55;11;0,23;0,13;0;1200;1,856;0,11;33,33;0;16;28;56;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2487;;;soil2487;;;8;B;95;0,5;0,5;;150;1,4635;0,1;99;1,682;16;27;57;8;0,23;0,13;0;300;1,4827;0,13;83,33;1,682;16;27;57;8;0,23;0,13;0;450;1,6737;0,11;33,33;0,464;17;27;56;8;0,23;0,13;0;600;1,7027;0,11;33,33;0,406;17;26;56;8;0,23;0,13;0;750;1,7077;0,11;33,33;0,29;18;26;56;8;0,23;0,13;0;900;1,7204;0,11;33,33;0,232;17;26;57;9;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;25;58;9;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;25;58;9;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2593;;;soil2593;;;8;B;96;0,5;0,5;;150;1,4942;0,1;99;1,566;18;25;57;11;0,23;0,13;0;300;1,4942;0,13;83,33;1,74;18;25;57;11;0,23;0,13;0;450;1,7107;0,11;33,33;0,29;18;23;59;11;0,23;0,13;0;600;1,7147;0,11;33,33;0,29;19;21;58;11;0,23;0,13;0;750;1,7354;0,11;33,33;0,29;20;23;57;12;0,23;0,13;0;900;1,7344;0,11;33,33;0,29;20;24;56;12;0,23;0,13;0;1050;1,876;0,11;33,33;0;20;24;56;13;0,23;0,13;0;1200;1,873;0,11;33,33;0;20;25;53;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2595;;;soil2595;;;8;C;96;0,5;0,5;;150;1,4961;0,1;99;1,798;16;37;46;13;0,23;0,13;0;300;1,503;0,13;83,33;1,508;16;37;46;13;0,23;0,13;0;450;1,6877;0,11;33,33;0,986;16;38;46;14;0,23;0,13;0;600;1,6917;0,11;33,33;0,58;16;32;50;14;0,23;0,13;0;750;1,6867;0,11;33,33;0;14;29;55;14;0,23;0,13;0;900;1,6847;0,11;33,33;0;13;27;58;14;0,23;0,13;0;1050;1,85;0,11;33,33;0;13;24;65;14;0,23;0,13;0;1200;1,848;0,11;33,33;0;13;24;63;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2614;;;soil2614;;;8;A;86;0,5;0,5;;150;1,4377;0,1;99;1,74;11;31;58;11;0,23;0,13;0;300;1,4443;0,13;83,33;1,624;11;31;58;11;0,23;0,13;0;450;1,6954;0,11;33,33;0,348;12;31;57;11;0,23;0,13;0;600;1,7034;0,11;33,33;0,348;14;29;55;11;0,23;0,13;0;750;1,6977;0,11;33,33;0,232;16;28;56;11;0,23;0,13;0;900;1,7154;0,11;33,33;0,232;16;27;57;12;0,23;0,13;0;1050;1,858;0,11;33,33;0;16;26;58;12;0,23;0,13;0;1200;1,857;0,11;33,33;0;16;27;57;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2632;;;soil2632;;;8;C;100;0,5;0,5;;150;1,4762;0,1;99;1,682;16;36;47;11;0,23;0,13;0;300;1,4827;0,13;83,33;1,682;16;36;47;11;0,23;0,13;0;450;1,6957;0,11;33,33;0,29;17;33;49;12;0,23;0,13;0;600;1,7067;0,11;33,33;0,29;19;31;50;12;0,23;0,13;0;750;1,7077;0,11;33,33;0,29;19;28;51;12;0,23;0,13;0;900;1,7177;0,11;33,33;0,232;20;26;56;12;0,23;0,13;0;1050;1,875;0,11;33,33;0;20;25;55;12;0,23;0,13;0;1200;1,882;0,11;33,33;0;21;24;57;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2633;;;soil2633;;;8;B;89;0,5;0,5;;150;1,4917;0,1;99;1,798;17;33;50;12;0,23;0,13;0;300;1,5051;0,13;83,33;1,566;17;33;51;13;0,23;0,13;0;450;1,7017;0,11;33,33;0,406;18;32;50;13;0,23;0,13;0;600;1,7057;0,11;33,33;0,406;19;31;49;13;0,23;0,13;0;750;1,7087;0,11;33,33;0,29;19;28;52;13;0,23;0,13;0;900;1,7284;0,11;33,33;0,232;19;28;55;13;0,23;0,13;0;1050;1,865;0,11;33,33;0;18;27;55;13;0,23;0,13;0;1200;1,867;0,11;33,33;0;18;27;57;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2782;;;soil2782;;;8;A;81;0,5;0,5;;150;1,4492;0,1;99;1,856;13;29;58;12;0,23;0,13;0;300;1,4557;0,13;83,33;1,682;13;28;57;12;0,23;0,13;0;450;1,6897;0,11;33,33;0,348;14;28;58;12;0,23;0,13;0;600;1,7154;0,11;33,33;0,29;16;27;57;12;0,23;0,13;0;750;1,7224;0,11;33,33;0,29;17;26;59;12;0,23;0,13;0;900;1,7234;0,11;33,33;0,232;17;23;60;12;0,23;0,13;0;1050;1,866;0,11;33,33;0;17;24;61;13;0,23;0,13;0;1200;1,864;0,11;33,33;0;17;24;59;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2786;;;soil2786;;;8;B;89;0,5;0,5;;150;1,4698;0,1;99;1,74;16;29;55;9;0,23;0,13;0;300;1,4827;0,13;83,33;1,682;16;29;55;9;0,23;0,13;0;450;1,6806;0,11;33,33;0,232;16;30;54;10;0,23;0,13;0;600;1,6997;0,11;33,33;0,232;17;30;53;10;0,23;0,13;0;750;1,857;0,11;33,33;0,058;17;29;52;10;0,23;0,13;0;900;1,859;0,11;33,33;0,058;17;29;54;10;0,23;0,13;0;1050;1,86;0,11;33,33;0;17;28;55;10;0,23;0,13;0;1200;1,86;0,11;33,33;0;17;28;55;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787;;;soil2787;;;8;A;82;0,5;0,5;;150;1,4582;0,1;99;1,74;14;28;58;12;0,23;0,13;0;300;1,4781;0,13;83,33;1,566;14;28;58;12;0,23;0,13;0;450;1,7094;0,11;33,33;0,348;15;27;56;12;0,23;0,13;0;600;1,7204;0,11;33,33;0,232;17;26;57;13;0,23;0,13;0;750;1,7912;0,11;33,33;0;17;26;57;13;0,23;0,13;0;900;1,7922;0,11;33,33;0;17;25;58;13;0,23;0,13;0;1050;1,864;0,11;33,33;0;17;24;59;13;0,23;0,13;0;1200;1,864;0,11;33,33;0;17;24;59;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2793;;;soil2793;;;8;B;116;0,5;0,5;;150;1,4365;0,1;99;1,682;13;27;60;7;0,23;0,13;0;300;1,4492;0,13;83,33;1,74;13;27;60;7;0,23;0,13;0;450;1,6927;0,11;33,33;0,406;14;27;61;7;0,23;0,13;0;600;1,6927;0,11;33,33;0,348;14;27;61;7;0,23;0,13;0;750;1,7024;0,11;33,33;0,174;13;26;59;7;0,23;0,13;0;900;1,7004;0,11;33,33;0;12;26;62;8;0,23;0,13;0;1050;1,844;0,11;33,33;0;12;26;64;8;0,23;0,13;0;1200;1,843;0,11;33,33;0;12;26;63;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2815;;;soil2815;;;8;A;94;0,5;0,5;;150;1,4698;0,1;99;1,798;16;27;57;13;0,23;0,13;0;300;1,4827;0,13;83,33;1,682;16;28;57;13;0,23;0,13;0;450;1,7037;0,11;33,33;0,29;17;28;57;14;0,23;0,13;0;600;1,7027;0,11;33,33;0,29;17;27;56;14;0,23;0,13;0;750;1,7234;0,11;33,33;0,232;18;27;55;14;0,23;0,13;0;900;1,7194;0,11;33,33;0,232;17;27;56;14;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;26;57;14;0,23;0,13;0;1200;1,862;0,11;33,33;0;17;26;57;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2816;;;soil2816;;;8;D;93;0,5;0,5;;150;1,4788;0,1;99;1,798;17;23;58;12;0,23;0,13;0;300;1,4917;0,13;83,33;1,682;17;23;58;12;0,23;0,13;0;450;1,7137;0,11;33,33;0,406;19;23;57;12;0,23;0,13;0;600;1,7157;0,11;33,33;0,348;20;23;54;12;0,23;0,13;0;750;1,7364;0,11;33,33;0,29;21;24;53;12;0,23;0,13;0;900;1,7324;0,11;33,33;0,232;20;24;54;13;0,23;0,13;0;1050;1,874;0,11;33,33;0;19;23;59;13;0,23;0,13;0;1200;1,873;0,11;33,33;0;19;22;58;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2822;;;soil2822;;;8;B;86;0,5;0,5;;150;1,4402;0,1;99;1,74;12;29;59;10;0,23;0,13;0;300;1,4467;0,13;83,33;1,682;12;29;59;10;0,23;0,13;0;450;1,7014;0,11;33,33;0,29;13;29;58;10;0,23;0,13;0;600;1,7114;0,11;33,33;0,29;15;27;58;10;0,23;0,13;0;750;1,7037;0,11;33,33;0,29;17;26;57;11;0,23;0,13;0;900;1,7204;0,11;33,33;0,116;17;26;57;11;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;25;58;11;0,23;0,13;0;1200;1,862;0,11;33,33;0;17;26;57;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2864;;;soil2864;;;8;B;92;0,5;0,5;;150;1,4608;0,1;99;1,798;15;25;60;13;0,23;0,13;0;300;1,4672;0,13;83,33;1,74;15;26;59;13;0,23;0,13;0;450;1,7007;0,11;33,33;0,174;16;25;59;14;0,23;0,13;0;600;1,7274;0,11;33,33;0,116;18;23;59;14;0,23;0,13;0;750;1,869;0,11;33,33;0;18;23;59;14;0,23;0,13;0;900;1,869;0,11;33,33;0;18;23;59;14;0,23;0,13;0;1050;1,869;0,11;33,33;0;18;23;59;14;0,23;0,13;0;1200;1,869;0,11;33,33;0;18;23;59;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2889;;;soil2889;;;8;B;91;0,5;0,5;;150;1,4737;0,1;99;1,798;15;27;58;14;0,23;0,13;0;300;1,4737;0,13;83,33;1,682;15;27;58;14;0,23;0,13;0;450;1,7094;0,11;33,33;0,406;15;29;56;14;0,23;0,13;0;600;1,7194;0,11;33,33;0,348;17;29;56;14;0,23;0,13;0;750;1,7224;0,11;33,33;0,058;18;28;54;14;0,23;0,13;0;900;1,7234;0,11;33,33;0;18;27;55;14;0,23;0,13;0;1050;1,861;0,11;33,33;0;17;27;56;14;0,23;0,13;0;1200;1,861;0,11;33,33;0;17;27;56;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2903;;;soil2903;;;8;C;90;0,5;0,5;;150;1,4672;0,1;99;1,74;15;26;59;11;0,23;0,13;0;300;1,4737;0,13;83,33;1,682;15;26;59;12;0,23;0,13;0;450;1,6846;0,11;33,33;0,29;16;26;58;12;0,23;0,13;0;600;1,6906;0,11;33,33;0,29;17;26;59;12;0,23;0,13;0;750;1,7027;0,11;33,33;0,29;17;25;56;12;0,23;0,13;0;900;1,7047;0,11;33,33;0,232;17;25;58;12;0,23;0,13;0;1050;1,7982;0,11;33,33;0;18;25;59;12;0,23;0,13;0;1200;1,7972;0,11;33,33;0;18;24;58;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2905;;;soil2905;;;8;B;97;0,5;0,5;;150;1,4672;0,1;99;1,798;15;32;53;13;0,23;0,13;0;300;1,4737;0,13;83,33;1,682;15;31;53;13;0,23;0,13;0;450;1,7017;0,11;33,33;0,348;17;30;55;14;0,23;0,13;0;600;1,7067;0,11;33,33;0,29;18;27;55;14;0,23;0,13;0;750;1,7067;0,11;33,33;0;18;27;55;14;0,23;0,13;0;900;1,7194;0,11;33,33;0;17;27;56;14;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;26;57;14;0,23;0,13;0;1200;1,862;0,11;33,33;0;17;26;57;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2906;;;soil2906;;;8;A;96;0,5;0,5;;150;1,4698;0,1;99;1,798;16;27;58;8;0,23;0,13;0;300;1,4827;0,13;83,33;1,682;16;27;57;9;0,23;0,13;0;450;1,6836;0,11;33,33;0,348;16;27;57;9;0,23;0,13;0;600;1,7027;0,11;33,33;0,29;17;27;56;9;0,23;0,13;0;750;1,861;0,11;33,33;0;17;27;56;10;0,23;0,13;0;900;1,861;0,11;33,33;0;17;27;56;10;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;26;57;10;0,23;0,13;0;1200;1,862;0,11;33,33;0;17;26;57;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2936;;;soil2936;;;8;A;87;0,5;0,5;;150;1,4672;0,1;99;1,624;15;27;58;14;0,23;0,13;0;300;1,4737;0,13;83,33;1,682;15;27;58;14;0,23;0,13;0;450;1,6977;0,11;33,33;0,406;16;28;56;14;0,23;0,13;0;600;1,7184;0,11;33,33;0,348;17;26;55;14;0,23;0,13;0;750;1,7097;0,11;33,33;0;18;26;58;14;0,23;0,13;0;900;1,7087;0,11;33,33;0;18;25;57;14;0,23;0,13;0;1050;1,868;0,11;33,33;0;18;24;58;14;0,23;0,13;0;1200;1,868;0,11;33,33;0;18;24;58;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2937;;;soil2937;;;8;B;92;0,5;0,5;;150;1,4713;0,1;99;1,682;14;28;58;9;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;28;57;9;0,23;0,13;0;450;1,6637;0,11;33,33;0,348;15;29;56;10;0,23;0,13;0;600;1,6826;0,11;33,33;0,29;16;28;56;10;0,23;0,13;0;750;1,86;0,11;33,33;0;17;28;55;10;0,23;0,13;0;900;1,863;0,11;33,33;0,058;17;27;58;10;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;26;57;10;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;27;58;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2938;;;soil2938;;;8;C;93;0,5;0,5;;150;1,4737;0,1;99;1,74;15;28;57;8;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;29;58;9;0,23;0,13;0;450;1,6836;0,11;33,33;0,406;16;29;57;9;0,23;0,13;0;600;1,7027;0,11;33,33;0,348;17;29;56;9;0,23;0,13;0;750;1,859;0,11;33,33;0,232;17;29;54;10;0,23;0,13;0;900;1,7892;0,11;33,33;0,058;17;28;55;10;0,23;0,13;0;1050;1,861;0,11;33,33;0;17;27;56;10;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;27;58;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2947;;;soil2947;;;8;B;87;0,5;0,5;;150;1,4647;0,1;99;1,798;14;25;61;12;0,23;0,13;0;300;1,4647;0,13;83,33;1,682;14;25;61;12;0,23;0,13;0;450;1,7084;0,11;33,33;0,29;14;26;60;12;0,23;0,13;0;600;1,7174;0,11;33,33;0,29;16;25;59;12;0,23;0,13;0;750;1,7244;0,11;33,33;0,29;17;24;61;12;0,23;0,13;0;900;1,7244;0,11;33,33;0,232;17;22;61;12;0,23;0,13;0;1050;1,866;0,11;33,33;0;17;22;61;12;0,23;0,13;0;1200;1,867;0,11;33,33;0;17;23;62;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001;;;soil3001;;;8;B;89;0,5;0,5;;150;1,4518;0,1;99;1,624;14;28;58;15;0,23;0,13;0;300;1,4647;0,13;83,33;1,682;14;29;57;15;0,23;0,13;0;450;1,6887;0,11;33,33;0,406;15;32;52;15;0,23;0,13;0;600;1,6917;0,11;33,33;0,348;16;34;50;15;0,23;0,13;0;750;1,6917;0,11;33,33;0,348;16;33;50;14;0,23;0,13;0;900;1,6937;0,11;33,33;0,174;16;32;52;14;0,23;0,13;0;1050;1,854;0,11;33,33;0;16;30;54;14;0,23;0,13;0;1200;1,854;0,11;33,33;0;16;30;54;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3009;;;soil3009;;;8;A;98;0,5;0,5;;150;1,4737;0,1;99;1,74;15;28;57;10;0,23;0,13;0;300;1,4871;0,13;83,33;1,566;15;28;57;10;0,23;0,13;0;450;1,6907;0,11;33,33;0,232;15;29;54;10;0,23;0,13;0;600;1,6947;0,11;33,33;0,232;16;29;53;10;0,23;0,13;0;750;1,7599;0,11;33,33;0,232;17;29;55;11;0,23;0,13;0;900;1,7599;0,11;33,33;0,232;17;28;55;11;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;28;57;11;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;27;58;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
